ids,batches,summaries
122098,NaN,"Unfortunately, there is no job opening provided to extract relevant information from. Please provide the job opening details for me to assist you further."
122101,"Xero is a beautiful, easy-to-use platform that helps small businesses and their accounting and bookkeeping advisors grow and thrive. At Xero, our purpose is to make life better for people in small business, their advisors, and communities around the world. This purpose sits at the centre of everything we do. We support our people to do the best work of their lives so that they can help small businesses succeed through better tools, information and connections. Because when they succeed they make a difference, and when millions of small businesses are making a difference, the world is a more beautiful place.As a Senior Account Manager (SAM), you are responsible for managing, developing and growing large and mid-tier Accounting Partners by helping them to develop and execute a digital strategy. The overall aim is to support their continual success in migrating clients on to the Xero platformThis is a field based role requiring extensive appointment making covering the North of England, meeting management and travel around your allocated territory. You’ll form great relationships with your Accounting Partners and also work closely with your Senior Account Management colleagues to make sure that you and your colleagues are working in the best way to support Xero’s success overall.What youll do Monitor all existing Partners as they progress through the sales cycle. Update our CRM system (Salesforce) with all client communications including calls, emails and meetings Maintain and update our CRM system of all practice staff and contact details Respond in a timely manner to all Partner enquiries Engage in a call cycle (a minimum of every 8 weeks) with all allocated partners Drive attendance at Xero sales events and Partner Forums Work closely with Partner Services to deliver the business plan What youll bring Proven sales performance Field Account Manager experience Experience with computers and applications software, including CRM database skills. Experience/Knowledge of the workings of an accounting practice Outstanding communication and presentation skills and an enthusiasm for building strong relationships Why Xero?We are proud to have been recognised for UK’s Best Workplaces™ for Women 2022, UK’s Best Workplaces™ in Tech 2022, and named one of the UK’s Best Workplaces™ 2022 (Great Place To Work). We pride ourselves in understanding our employees’ experiences, ensuring we hone in on particular focus areas including equity, representation, fairness and promotion of shared parental leave, whilst actively promoting women in the workplace. At Xero we embrace diversity and inclusion and value a #challenge mindset. Research has shown that women and underrepresented groups are less likely to apply to jobs unless they meet every single competency or experience . If you","Job Information:
- Job Title: Senior Account Manager (SAM)
- Job Objective: To manage, develop, and grow large and mid-tier Accounting Partners by helping them execute a digital strategy and migrate clients onto the Xero platform.
- Responsibilities/Key Duties: Monitor and support existing partners throughout the sales cycle, update CRM system with client communications, maintain practice staff and contact details in CRM, respond to partner inquiries, engage in regular call cycles with partners, drive attendance at sales events and partner forums, collaborate with Partner Services to deliver the business plan.
- Qualifications/Requirements: Proven sales performance, experience as a Field Account Manager, proficiency in CRM database skills, knowledge of accounting practice operations, excellent communication and presentation skills, ability to build strong relationships.

About the company and Compensation and Benefits:
- Company: Xero
- Location: Not specified
- Culture and Values: Xero's purpose is to make life better for people in small businesses, their advisors, and communities. They support their employees to do their best work and believe in the power of small businesses to make a positive impact on the world.
- Compensation and Benefits: Not mentioned in the provided job opening."
122103,"Who we are Samsara (NYSE: IOT) is the pioneer of the Connected Operations™ Cloud, which is a platform that enables organizations that depend on physical operations to harness Internet of Things (IoT) data to develop actionable insights and improve their operations. At Samsara, we are helping improve the safety, efficiency and sustainability of the physical operations that power our global economy. Representing more than 40% of global GDP, these industries are the infrastructure of our planet, including agriculture, construction, field services, transportation, and manufacturing — and we are excited to help digitally transform their operations at scale. Working at Samsara means you’ll help define the future of physical operations and be on a team that’s shaping an exciting array of product solutions, including Video-Based Safety, Vehicle Telematics, Apps and Driver Workflows, Equipment Monitoring, and Site Visibility. As part of a recently public company, you’ll have the autonomy and support to make an impact as we build for the long term. Recent awards we’ve won include: Great Place To Work Certified™ 2023 Best Place to Work by Built In 2023 Financial Times The Americas’ Fastest Growing Companies 2023 Deloitte Fast 500 Companies IoT Analytics Company of the Year in 2022’s IoT Breakthrough Winners We see a profound opportunity for data to improve the safety, efficiency, and sustainability of operations, and hope you consider joining us on this exciting journey. About the Role:As a Solutions Integration Engineer at Samsara, you will be an integral member of the Professional Services team responsible for helping Samsara’s most strategic customers implement B2B integrations with our IoT platform. In a given week, you may work with a large long-haul trucking company, an industrial-scale food producer, and a public utility to map a customer’s integration needs to current and future API capabilities, provide guidance and technical training to implementation teams to follow best practices, troubleshoot issues and advocate for fixes on behalf of customers (working with our tech support team), and ensure a successful customer relationship. A successful Solutions Integration Engineer at Samsara will develop a thorough understanding of B2B integrations to ensure the proper technical solution is delivered to our customers. Your role will be cross-functional in nature, working alongside and connecting product managers, business operations, sales, and systems engineers, enabling you to experience multiple aspects of a hyper-growth company from within. Since Samsara is a fast-growing company with an emerging IoT technology, you can expect this","Job Information:
- Job Title: Solutions Integration Engineer
- Job Objective: The Solutions Integration Engineer will be responsible for helping Samsara's strategic customers implement B2B integrations with their IoT platform. They will work with various industries such as long-haul trucking, food production, and public utilities to map integration needs, provide technical training, troubleshoot issues, and ensure successful customer relationships.
- Responsibilities/Key Duties: The Solutions Integration Engineer will work with customers to understand their integration needs, provide guidance and technical training to implementation teams, troubleshoot issues, advocate for fixes, and ensure successful customer relationships.
- Qualifications/Requirements: The ideal candidate should have a thorough understanding of B2B integrations and possess strong technical skills. They should be able to work cross-functionally with product managers, business operations, sales, and systems engineers. Experience in IoT technology and a fast-growing company is preferred.

About the Company and Compensation and Benefits:
- Company Name: Samsara
- Location: Not specified
- Culture/Values/Mission: Samsara aims to improve the safety, efficiency, and sustainability of physical operations that power the global economy. They provide a platform that harnesses IoT data to develop actionable insights and transform operations at scale.
- Financial Aspects: Samsara is a recently public company, offering potential for long-term growth and impact.
- Additional Perks: Not specified."
122105,"We’re seeking people with proficiency in a STEM topic, good writing skills and an interest in Artificial Intelligence (AI) to join our community of AI Model Trainers. Appens community of experts and workers help create and improve AI-generated content, applying their subject-matter expertise and writing ability to help influence and refine large language models (LLM). LLM’s are the fast-developing technology underpinning new Generative AI products like ChatGPT and our work is a key input to making AI models more effective and safer for users.After a simple qualification process, you’ll be providing the model with vital data to generate accurate and contextually fitting responses for STEM-related topics. As a member of our community, you can then choose to contribute on a variety of projects as they become available. Projects range in length from a few hours to multiple weeks, or even months; offering you ultimate flexibility to manage your own schedule. * We have a paid project opening now requiring 10-15 hours of work, so dont hesitate! Apply now and dive into the exciting world of AI model training. Your role: Your main responsibility will be to create, evaluate, and refine pairs of prompts and responses for a sophisticated LLM. You’ll need to effectively communicate your understanding of STEM topics to rank and craft realistic and nuanced AI prompts (what you might ask an AI model) and responses (what you want the AI model to answer). You will be provided access to training materials and calibration exercises to learn what a good answer is like. What you need: Must be eligible to work in Philippines US English language speaker with good writing and proofreading skills Good knowledge of STEM subjects and the ability to craft original responses Excellent attention to detail A learning mindset - no prior experience in AI is needed What we offer: Flexible hours Remote work Competitive compensation Opportunity to learn and work in AI, and to make a positive impact on the development of the AI industry Opportunity to expand to other AI-related projects This opportunity will suit: People seeking a gig-based opportunity to earn additional income while gaining hands-on experience in AI: Students currently studying a STEM focused degree Teachers tutors with hands-on experience teaching STEM subjects Subject matter experts, researchers and academics who want to learn and contribute to AI development Lifelong learners interested in exploring opportunities in AI How to apply: 1.Register 5 minutes: Click Apply and complete the application form.2.Guidelines Quiz 15 minutes: Take the Guidelines Quiz - a link will be sent to you by email once you submit your application. 3.Calibration task 60","Job Information:
- Job Title: AI Model Trainer
- Job Objective: To create, evaluate, and refine prompts and responses for a sophisticated language model
- Responsibilities/Key Duties: Communicate understanding of STEM topics to rank and craft AI prompts and responses, provide vital data for accurate and contextually fitting responses, contribute to various projects
- Qualifications/Requirements: Proficiency in a STEM topic, good writing and proofreading skills, knowledge of STEM subjects, attention to detail, learning mindset, eligibility to work in the Philippines, US English language speaker

About the Company and Compensation and Benefits:
- Company: Appen
- Location: Not specified
- Culture/Values/Mission: Not mentioned
- Compensation: Competitive
- Benefits: Flexible hours, remote work, opportunity to learn and work in AI, opportunity to make a positive impact on the development of the AI industry, opportunity to expand to other AI-related projects"
122109,"The GitLab DevSecOps platform empowers 100,000+ organizations to deliver software faster and more efficiently. We are one of the world’s largest all-remote companies with 2,000+ team members and values that foster a culture where people embrace the belief that everyone can contribute. Learn more about Life at GitLab.An overview of this roleAs a Staff Backend Engineer, Engineering Productivity at GitLab you will be responsible for improving the productivity of internal GitLab Engineers, external contributors, and our users through shortening feedback loops and reducing cycle times for changes to GitLab. Helping to lead the team technically, youll partner with Engineers across teams to ensure the solutions were building in EP will improve productivity. What youll do As part of the Engineering Productivity, you’ll work on improving the product pipeline performance to provide more timely and confidence in new features for GitLab. Work on architectural development and planning Help build a technical roadmap to allow us to become more efficient and continue to scale. You’ll measure organizational productivity and experiment with changes to increase productivity. You’ll improve GitLabs usage of Review Apps to validate changes to the product. You’ll build automated tooling to improve the merge request workflow. Youll improve the workflow automation for issues to help product managers identify actionable issues faster. Projects you might work on as a Backend Engineer, Engineering Productivity: Building automated tooling to help us track key metrics such as cycle time Projects that enable us to overcome bugs in our CI features that impact the entire engineering department Dogfood and improve features such as Insights, Review Apps and Pipeline Issue and Merge Request Workflow projects such as gitlab-triage, triage-ops, and triage-serverless What youll bring Strong experience building Ruby on Rails applications You’ve got experience using Docker and container orchestration platforms such as Kubernetes. You’ve worked with industry-standard CI tools like GitLab CI, Jenkins, Bamboo, or Circle CI for example. Demonstrated experience working with Postgres You’ve got experience with Git and its command line. Our values of collaboration, results, efficiency, diversity, iteration, and transparency resonate with you. Youll thrive in an environment where self-learning and self-service is encouraged and instilled as a part of our culture. Were aware the confidence gap exists so we want to encourage you to apply even if you do not match all of the requirements exactly. The above list is intended to show the kinds of experience and qualities were looking for. It is not a complete list of pre-required skills.How GitLab will support you Benefits","Job Information:
- Job Title: Staff Backend Engineer, Engineering Productivity
- Job Objective: Improve the productivity of internal GitLab Engineers, external contributors, and users by shortening feedback loops and reducing cycle times for changes to GitLab. Lead the team technically and partner with Engineers across teams to improve productivity.
- Responsibilities/Key Duties: 
  - Work on improving the product pipeline performance and architectural development.
  - Build a technical roadmap to increase efficiency and scalability.
  - Measure organizational productivity and experiment with changes to increase it.
  - Improve GitLab's usage of Review Apps and build automated tooling for the merge request workflow.
  - Improve workflow automation for issues to help product managers identify actionable issues faster.
- Qualifications/Requirements: 
  - Strong experience building Ruby on Rails applications.
  - Experience with Docker, Kubernetes, and industry-standard CI tools like GitLab CI, Jenkins, Bamboo, or Circle CI.
  - Experience with Postgres and Git.
- Preferred Skills/Experience: 
  - Familiarity with GitLab's values of collaboration, results, efficiency, diversity, iteration, and transparency.
  - Ability to thrive in a self-learning and self-service environment.

About the company and Compensation and Benefits:
- Company: GitLab, one of the world's largest all-remote companies with 2,000+ team members.
- Location: Not specified.
- Culture and Values: Foster a culture where people embrace the belief that everyone can contribute.
- Compensation and Benefits: Not mentioned in the provided information."
122111,"The GitLab DevSecOps platform empowers 100,000+ organizations to deliver software faster and more efficiently. We are one of the world’s largest all-remote companies with 2,000+ team members and values that foster a culture where people embrace the belief that everyone can contribute. Learn more about Life at GitLab.At GitLab, developers are independent and self-organized individual contributors who work together as a tight team in aremote and agile way. Most backend developers work on all aspects of GitLab, building features, fixing bugs, and generally improving the application. Senior Backend Engineers at GitLab work on our product. This includes both the open source version of GitLab, the enterprise editions, and the GitLab.com service as well. They work with peers on teams dedicated to areas of the product. They work together with product managers, designers, andfrontend engineers to solve common goals.The Create: IDE team is part of Create Stage in the Dev Sub-department. We focus on multiple categories: Remote Development, Web IDE, and the GitLab VS Code Extension. Our team has the opportunity to work on cutting-edge technology: Joining the Editor Extensions team would provide the opportunity to work with AI enhancement projects, which are at the forefront of technological advancements. This team is focused on developing IDE support using C#, which presents an exciting challenge and the chance to contribute to innovative solutions. Responsibilities Advocate for improvements to product quality, security, and performance that have a particular impact across your team Solve technical problems of high scope and complexity. Exert influence on the overall objectives and long-range goals of your team Experience with performance and optimization problems, particularly at large scale, and a demonstrated ability to both diagnose and prevent these problems Help to define and improve our internal standards for style, maintainability, and best practices for a high-scale web environment Maintain and advocate for these standards through code review Represent GitLab and its values in public communication around broader initiatives, specific projects, and community contributions Provide mentorship for Junior and Intermediate Engineers on your team to help them grow in their technical responsibilities and remove blockers to their autonomy Confidently ship moderately sized features and improvements with minimal guidance and support from other team members Collaborate with the team on larger projects Improve the engineering projects at GitLab via the maintainer program at own comfortable pace, while striving to become a project maintainer Requirements Mandatory: significant professional experience with C# Mandatory: professional experience with Visual Studio IDE and Visual Studio Extensions Mandatory: previous experience with Object-Oriented Programming (OOP) Highly desirable:","Job Information:
- Job Title: Senior Backend Engineer
- Job Objective: Work on the product development of GitLab, including the open source version, enterprise editions, and GitLab.com service. Focus on the Create: IDE team, specifically on developing IDE support using C#.
- Responsibilities/Key Duties: Advocate for product quality, security, and performance improvements. Solve technical problems of high complexity. Define and improve internal standards for style and best practices. Mentor junior and intermediate engineers. Collaborate with the team on larger projects. Ship features and improvements with minimal guidance.
- Qualifications/Requirements: Significant professional experience with C#. Professional experience with Visual Studio IDE and Visual Studio Extensions. Previous experience with Object-Oriented Programming (OOP).

About the company and Compensation and Benefits:
- Company: GitLab, one of the world's largest all-remote companies with 2,000+ team members.
- Location: Remote work.
- Culture and Values: Foster a culture where people embrace the belief that everyone can contribute.
- Compensation and Benefits: Not mentioned in the provided job opening."
122119,"Dentons is seeking Risk Analyst for our growing new business intake team across the Europe region. We look for reliable, organized candidates with strong analytical skills and attention to detail, who enjoy engaging in teamwork, working in a dynamic international environment, and getting exposure to major business transactions. Our Risk Analysts play a crucial role in conflicts of interest as well as compliance checks, management of risk, and overall support the firm in applying the standards of risk-based culture.Key responsibilities: Running conflicts checks varying levels of complexity and across a range of sectors, practices, and geographies, including preliminary identification of sanctions issues Liaising with partners, business support teams and Risk teams firmwide to facilitate the prompt resolution of commercial and legal conflict issues identified from conflict searches Conducting anti-money laundering refresh of due diligence for existing clients Reaching out to other Dentons regions to obtain conflict clearances across Dentons worldwide Handling complexity protection of confidential information issues, managing information barriers and document security processes Reviewing engagement letters, outside counsel terms and other engagement terms/contracts Supporting the team and risk management on various tasks and projects, such as client terms review, technology upgrades, team training, policy drafting etc. RequirementsExperience, skills knowledge:Bachelor’s degree, legal education is preferred Prior experience analyzing and resolving conflicts of interest and managing confidential information issues acquired in an international law firm is required Experience working with Intapp Open system is advantageous Excellent analytical skills, with ability to quickly identify and meticulously analyse complex issues and provide practical solutions Effective communication skills, dealing confidently, competently, and diplomatically with internal clients worldwide, persuasively communicating the Risk position in writing as well as by telephone and providing clear and unambiguous instructions Ability to comprehend the commercial concerns arising from the underlying advice provided by a global law firm Methodical and organised approach to work and strong prioritisation skills, with ability to work efficiently under pressure, prioritise and deliver work to a consistently high standard and to deadlines Ability to make decisions and remain calm while under pressure, particularly when dealing with challenging situations Strong commitment to excellent internal client/customer facing service, being professional in outlook and attitude and serve as an ambassador for Risk Europe Ability to work as part of an international multicultural environment","Job Information:
- Job Title: Risk Analyst
- Job Objective: The Risk Analyst will play a crucial role in conflicts of interest, compliance checks, and risk management. They will support the firm in applying risk-based culture and ensuring the protection of confidential information.
- Responsibilities/Key Duties: Running conflicts checks, conducting anti-money laundering refresh, obtaining conflict clearances, handling complexity protection of confidential information issues, reviewing engagement letters and other contracts, supporting the team and risk management on various tasks and projects.
- Qualifications/Requirements: Bachelor's degree (legal education preferred), prior experience analyzing and resolving conflicts of interest and managing confidential information issues in an international law firm, experience with Intapp Open system advantageous, excellent analytical and communication skills, methodical and organized approach to work, ability to work under pressure and meet deadlines, ability to make decisions and remain calm in challenging situations, commitment to excellent internal client service.

About the company and Compensation and Benefits:
- Company: Dentons
- Location: Europe region
- Culture/Values/Mission: Not mentioned
- Compensation and Benefits: Not mentioned"
122121,"Upwork ($UPWK) is the world’s work marketplace. We serve everyone from one-person startups to large, Fortune 100 enterprises with a powerful, trust-driven platform that enables companies and talent to work together in new ways that unlock their potential.Last year, more than $3.8 billion of work was done through Upwork by skilled professionals who are gaining more control by finding work they are passionate about and innovating their careers.Emerging Business is Upwork’s rapid experimentation and incubation group, focused on scaling efforts that seek to have a profound impact on our customers and drive a step-change function in our business. Our charter is to create Upwork’s next $100M business and, to get there, we’re seeking an exceptional, entrepreneurial Senior Director of Product to lead our Full Time product portfolio including Any Hire and Contract-to-hire. As the single threaded leader of this strategic area, you will leverage your extensive knowledge in building Payroll, EOR, and HRIS solutions to drive our long range plan for Full Time solutions that address critical customer problems to find, trial, hire, and pay talent. You love execution, and are energized by the responsibility to lead the strategy, while building the product as the primary individual contributor through deep cross-functional partnerships across the company. Your Responsibilities: Define the Full Time strategy for Upwork through a long range plan that articulates the vision, attains executive approval, and provides a cogent path to become a $100M+ business. Establish, track, and report on key success metrics for overall business objectives, product growth, and rapid experiments. Develop, maintain and continuously prioritize the Full Time product roadmap based on customer needs, reach, impact, confidence, effort, market trends, and business objectives. Collaborate closely with cross functional teams, including engineering, design, analytics, marketing, operations, legal, and sales to deliver innovative solutions that create value for users to hit your goals. Be a prolific Individual Contributor with General Manager influence and scope, bringing a leadership mindset to provide mentorship, guidance, and direction to cross functional teams. The role has the opportunity to grow into people management based on the trajectory and needs of the team. What it takes to catch our eye: Product management expert with a proven track record of defining and executing successful Full Time products including Payroll, EOR, or HRIS. Deep empathy and understanding of customer problems in the Full Time space, with experience addressing them to deliver material business outcomes. Exceptional leadership skills, with experience mentoring high-performing teams.","Job Information:
- Job Title: Senior Director of Product
- Job Objective: Lead the Full Time product portfolio, including Any Hire and Contract-to-hire, to drive Upwork's next $100M business. 
- Responsibilities/Key Duties: Define the Full Time strategy, establish success metrics, develop and prioritize the product roadmap, collaborate with cross-functional teams, provide mentorship and guidance.
- Qualifications/Requirements: Proven track record in product management, expertise in Full Time products (Payroll, EOR, HRIS), deep understanding of customer problems, exceptional leadership skills.

About the company and Compensation and Benefits:
- Company: Upwork
- Location: Not specified
- Culture/Values/Mission: Upwork is a trust-driven platform that enables companies and talent to work together in new ways, unlocking their potential. They serve startups to Fortune 100 enterprises.
- Compensation and Benefits: Not mentioned in the job opening."
122208,"Virtual Travel Counselor – Global Servicing (Pay Incentives Included) locations United States – Virtual Location Canada – Virtual Location time type Full time job requisition id J-62245 Amex GBT is a place where colleagues find inspiration in travel as a force for good and – through their work – can make an impact on our industry. We’re here to help our colleagues achieve success and offer an inclusive and collaborative culture where your voice is valued. Ready to explore a career path? Start your journey. Create your journey at Amex GBT! As a Global Servicing Travel Counselor, you’ll join our highly skilled remote team, providing outstanding service to our corporate business clients. We’re most proud of our warm and inclusive culture, innovation in the travel tech space, internal promotions, and career advancement opportunities; most of our Traveler Care leadership started as a Travel Counselor, and you can find us in almost every other department at GBT! We’re excited for you to experience our values (People, Passion, and Progress) in action, and look forward to your application. What You’ll Do on a Typical Day Advise and arrange travel for corporate business customers (both individuals and groups) in the US, Canadian, UK and Australian Markets. Conduct analysis and research on travel options, and pro-actively anticipate traveler needs to sell additional services Arrange and book domestic and international business travel, in a variety of complexity, for air, road, rail, and accommodations Use of Sabre as the Global Distribution System (GDS) Ensure compliance to customers’ agreed travel policy, service provider policies, and regulatory requirements Use positive telephone service techniques and act on special customer requests Prevent fraudulent callers from trying to book trips afterhours by following our security protocols. Collaborate within your team to coach, mentor, and provide constructive feedback to improve service levels We look forward to sharing more detailed job functions and key performance indicators during the interview process. What Are We Looking For? A minimum of 2 years’ corporate travel experience A minimum of 2 years’ Native GDS Expertise in Sabre Excellent verbal and written communication skills Excellent Customer service skills in a travel environment Strong time management and organizational skills including multi-tasking and prioritizing of workload whilst ensuring maximum quality Fares & Ticketing knowledge – including RTW and complex fares Knowledge of products including car service, hotels and rail Domestic & International destinatiogeographical knowledge Maintaining up to date knowledge of international travel notifications and guidelines as per government/client rulings Demonstrated understanding of the relevant customer base An ability to adapt","Job Information:
- Job Title: Virtual Travel Counselor - Global Servicing
- Job Objective: Provide outstanding service to corporate business clients by advising and arranging travel, conducting analysis and research on travel options, and proactively anticipating traveler needs.
- Responsibilities/Key Duties: Arrange and book domestic and international business travel, ensure compliance with travel policies and regulatory requirements, use positive telephone service techniques, prevent fraudulent callers, collaborate within the team to improve service levels.
- Qualifications/Requirements: Minimum of 2 years' corporate travel experience, Native GDS expertise in Sabre, excellent verbal and written communication skills, excellent customer service skills in a travel environment, strong time management and organizational skills, fares and ticketing knowledge, knowledge of products including car service, hotels, and rail, geographical knowledge of domestic and international destinations, ability to adapt.

About the company and Compensation and Benefits:
- Company: Amex GBT
- Location: United States (Virtual), Canada (Virtual)
- Culture and Values: Inclusive and collaborative culture, values of People, Passion, and Progress.
- Compensation and Benefits: Pay incentives included, internal promotions and career advancement opportunities."
122209,"Senior Software Engineer (Remote) – Go/MongoDB Percona is looking for a flexible and efficient Go Senior Software Engineer to join its Open Source Software Development team. You will work on Percona Backup for MongoDB and related components, doing both new feature development and bug fixing in close collaboration with the different groups and stakeholders within the company. Percona Backup for MongoDB (PBM) is an open-source and distributed solution for consistent backups and restore of MongoDB sharded clusters and replica sets. There is no notable performance nor operating degradation associated with PBM. With Percona Backup for MongoDB, you can make backups on a running server and restore your database to a specific point in time. You will work from your home office, using online tools and resources to contribute to a fast moving and high quality development environment for Percona and its customers. Access to a reliable high-speed internet connection is required. Flexible work hours. What You Will Do: Become an authority in the code base of PBM Assist in the design and implementation of improvements to PBM and related components Create and submit patches for review, perform periodic source code merges from other open source repositories Develop test cases for continuous integration deployment Participate in code and design reviews Diagnose and fix defects in PBM and related components Create documentation about your work that is consumable and can be refined by our documentation team Share your knowledge by attending and speaking at related conferences and writing blog posts about your work, participating in our public forums What Have You Done Minimum 4 years of hands-on Go development experience and related tools / build processes. Relevant experience in C/C++/Java will do. Although the main language for this project is Go, we are mainly looking for strong programming experience Distributed system development and/or database server development Fluent in developer tools like git and github Working autonomously in a globally distributed organization Collaborating with open source communities and colleagues via mailing lists, IRC, Slack, etc. Using collaboratiotracking tools like Jira/Notion Ability to speak, listen and write effectively in fluent English Quick learner & great team player What Will Make You Stand Out: Hands-on knowledge of MongoDB or other database internals Being an active member of an open source developer community Having a track record of contributing to a database project or other open source projects Proven success working in a distributed environment Experienced conference speaker, technical blog writer, activity on public forums or mailing lists Percona’s Lifestyle Our internal programs include groups like: Gain all of this and more by becoming a part of our organization! Enjoy the freedom to work remotely from anywhere","Job Information:
- Job Title: Senior Software Engineer (Remote) – Go/MongoDB
- Job Objective: To join Percona's Open Source Software Development team and work on Percona Backup for MongoDB and related components. The objective is to contribute to the development and improvement of the backup solution.
- Responsibilities/Key Duties: 
  - Become an authority in the code base of Percona Backup for MongoDB (PBM)
  - Assist in the design and implementation of improvements to PBM and related components
  - Create and submit patches for review and perform source code merges
  - Develop test cases for continuous integration deployment
  - Participate in code and design reviews
  - Diagnose and fix defects in PBM and related components
  - Create consumable documentation about the work
  - Share knowledge through conferences, blog posts, and public forums
- Qualifications/Requirements: 
  - Minimum 4 years of hands-on Go development experience
  - Relevant experience in C/C++/Java
  - Distributed system development and/or database server development experience
  - Fluent in developer tools like git and github
  - Ability to work autonomously in a globally distributed organization
  - Collaboration skills with open source communities and colleagues
  - Proficiency in English communication
- Preferred Skills/Experience: 
  - Hands-on knowledge of MongoDB or other database internals
  - Active member of an open source developer community
  - Track record of contributing to a database project or other open source projects
  - Experience as a conference speaker, technical blog writer, or activity on public forums or mailing lists

About the company and Compensation and Benefits:
- Company: Percona
- Location: Remote work from"
122210,"Title: Elasticsearch – Software Engineer II – Data Management (Java) Elastic is a free and open search company that powers enterprise search, observability, and security solutions built on one technology stack that can be deployed anywhere. From finding documents to monitoring infrastructure to hunting for threats, Elastic makes data usable in real-time and at scale. Thousands of organizations worldwide, including Barclays, Cisco, eBay, Fairfax, ING, Goldman Sachs, Microsoft, The Mayo Clinic, NASA, The New York Times, Wikipedia, and Verizon, use Elastic to power mission-critical systems. Founded in 2012, Elastic is a distributed company with Elasticians around the globe. Learn more at elastic.co. Do you want to work on distributed search and analytics software which impacts the lives of millions of people? We’re not interested in your previous job title. Instead, we are looking for bright people with a deep knowledge of Java, algorithms, and concurrency and who love to take on new challenges. Right now, we are on the lookout for a talented Java Engineer to join our Elasticsearch team. You will be working on areas of Elasticsearch that primarily deal with ingesting large volumes of data and the management of that data once indexed. For example, Index Lifecycle Management, Data Streams, and the Ingest Pipelines are all part of data management. You can work fully remote from your home or (almost) anywhere in the world. What you will be doing: Evolving and creating new features in Elasticsearch Designing and implementing new horizontally-scalable features and APIs in Elasticsearch Understanding and contributing to surrounding layers such as replication and search Optimizing internal data structures used within Elasticsearch Tackling difficult issues, including performance or concurrency issues, and proposing solutions Collaborating in the open with the Elasticsearch team, Elastic Stack users, and other supporting open source projects Partnering with our support engineers on the harder problems What you bring along: You are highly proficient in Java, conversant in the standard library of data structures and concurrency constructs, as well as newer features like lambdas. Experience troubleshooting complex issues. A high level of autonomy. The distributed nature of the company offers freedom to work when and how you see fit, but also requires team members to work independently, and reach out for help when stuck. Experience working with large volumes of data in noSQL datastore(s). Bonus points: Experience running Elasticsearch at Scale Experience with Systems Administration or DevOps Experience with complex Gradle builds Maintaining open source libraries Additional Information – We Take Care of Our People As a distributed company, diversity drives our identity. Whether you’re looking","Job Information:
Title: Elasticsearch – Software Engineer II – Data Management (Java)
Job Objective: The position is for a talented Java Engineer to join the Elasticsearch team. The focus of the role is on areas of Elasticsearch that deal with ingesting large volumes of data and managing that data once indexed, including Index Lifecycle Management, Data Streams, and Ingest Pipelines. The engineer will be responsible for evolving and creating new features in Elasticsearch, designing and implementing horizontally-scalable features and APIs, optimizing internal data structures, and troubleshooting complex issues.

Responsibilities/Key Duties:
- Evolving and creating new features in Elasticsearch
- Designing and implementing horizontally-scalable features and APIs
- Optimizing internal data structures used within Elasticsearch
- Troubleshooting complex issues, including performance or concurrency issues
- Collaborating with the Elasticsearch team, Elastic Stack users, and other open source projects
- Partnering with support engineers on challenging problems

Qualifications/Requirements:
- Highly proficient in Java, with knowledge of data structures, concurrency constructs, and newer features like lambdas
- Experience troubleshooting complex issues
- Ability to work autonomously and reach out for help when needed
- Experience working with large volumes of data in noSQL datastore(s)

Preferred Skills/Experience:
- Experience running Elasticsearch at scale
- Systems Administration or DevOps experience
- Experience with complex Gradle builds
- Maintaining open source libraries

About the company and Compensation and Benefits:
The company, Elastic, is a free and open search company that powers enterprise search, observability, and security solutions. They have a distributed workforce and are known for their mission-critical systems used by organizations worldwide. Elastic offers the opportunity to work remotely from anywhere in the world. Additional information about the company"
